log_id,table,action,user,timestamp
L00543,PARTS,CREATE,user_15,2026-06-30
L00544,PARTS,DELETE,user_7,2026-06-22
L00545,INVENTORY,UPDATE,user_16,2026-06-18
L00546,BOM,CREATE,user_9,2026-06-23
L00547,INVENTORY,UPDATE,user_18,2026-06-10
L00548,BOM,DELETE,user_3,2026-06-1
L00549,PARTS,CREATE,user_2,2026-06-1
L00550,PARTS,DELETE,user_16,2026-06-10
L00551,INVENTORY,UPDATE,user_16,2026-06-25
L00552,PARTS,CREATE,user_19,2026-06-12
L00553,BOM,CREATE,user_18,2026-06-8
L00554,PARTS,CREATE,user_4,2026-06-17
L00555,INVENTORY,CREATE,user_1,2026-06-26
L00556,INVENTORY,DELETE,user_16,2026-06-11
L00557,BOM,UPDATE,user_16,2026-06-12
L00558,INVENTORY,UPDATE,user_2,2026-06-1
L00559,INVENTORY,CREATE,user_9,2026-06-25
L00560,BOM,CREATE,user_7,2026-06-19
L00561,PARTS,UPDATE,user_11,2026-06-6
L00562,INVENTORY,DELETE,user_2,2026-06-3
L00563,PARTS,DELETE,user_4,2026-06-14
L00564,PARTS,CREATE,user_7,2026-06-4
L00565,INVENTORY,DELETE,user_17,2026-06-9
L00566,INVENTORY,DELETE,user_14,2026-06-11
L00567,INVENTORY,DELETE,user_19,2026-06-10
L00568,INVENTORY,DELETE,user_15,2026-06-30
L00569,PARTS,DELETE,user_13,2026-06-8
L00570,INVENTORY,UPDATE,user_11,2026-06-23
L00571,BOM,UPDATE,user_16,2026-06-23
L00572,BOM,UPDATE,user_15,2026-06-12
L00573,PARTS,UPDATE,user_18,2026-06-23
L00574,BOM,UPDATE,user_10,2026-06-13
L00575,INVENTORY,DELETE,user_7,2026-06-14
L00576,PARTS,CREATE,user_2,2026-06-30
L00577,BOM,UPDATE,user_13,2026-06-27
L00578,BOM,DELETE,user_5,2026-06-8
L00579,PARTS,UPDATE,user_11,2026-06-8
L00580,INVENTORY,DELETE,user_12,2026-06-29
L00581,INVENTORY,DELETE,user_4,2026-06-27
L00582,BOM,DELETE,user_13,2026-06-23
L00583,INVENTORY,UPDATE,user_18,2026-06-15
L00584,INVENTORY,CREATE,user_14,2026-06-29
L00585,BOM,CREATE,user_12,2026-06-2
L00586,PARTS,DELETE,user_12,2026-06-23
L00587,INVENTORY,CREATE,user_4,2026-06-3
L00588,INVENTORY,DELETE,user_18,2026-06-21
L00589,INVENTORY,DELETE,user_4,2026-06-23
L00590,PARTS,CREATE,user_20,2026-06-29
L00591,PARTS,DELETE,user_15,2026-06-30
L00592,BOM,DELETE,user_10,2026-06-6
L00593,PARTS,DELETE,user_3,2026-06-6
L00594,BOM,UPDATE,user_5,2026-06-2
L00595,BOM,CREATE,user_7,2026-06-30
L00596,PARTS,DELETE,user_2,2026-06-21
L00597,PARTS,DELETE,user_20,2026-06-28
L00598,BOM,CREATE,user_15,2026-06-16
L00599,BOM,CREATE,user_5,2026-06-1
L00600,PARTS,CREATE,user_3,2026-06-12
L00601,INVENTORY,DELETE,user_9,2026-06-4
L00602,INVENTORY,DELETE,user_4,2026-06-16
L00603,PARTS,UPDATE,user_5,2026-06-22
L00604,PARTS,UPDATE,user_9,2026-06-15
L00605,PARTS,DELETE,user_17,2026-06-1
L00606,INVENTORY,UPDATE,user_3,2026-06-19
L00607,PARTS,DELETE,user_18,2026-06-18
L00608,INVENTORY,UPDATE,user_7,2026-06-2
L00609,BOM,DELETE,user_15,2026-06-13
L00610,INVENTORY,CREATE,user_16,2026-06-16
L00611,BOM,DELETE,user_9,2026-06-28
L00612,PARTS,DELETE,user_20,2026-06-4
L00613,PARTS,DELETE,user_2,2026-06-25
L00614,BOM,DELETE,user_19,2026-06-12
L00615,BOM,CREATE,user_3,2026-06-4
L00616,BOM,UPDATE,user_3,2026-06-4
L00617,PARTS,CREATE,user_13,2026-06-12
L00618,INVENTORY,CREATE,user_11,2026-06-11
L00619,INVENTORY,DELETE,user_11,2026-06-4
L00620,INVENTORY,DELETE,user_6,2026-06-28
L00621,BOM,CREATE,user_11,2026-06-17
L00622,BOM,DELETE,user_2,2026-06-19
L00623,PARTS,DELETE,user_15,2026-06-19
L00624,BOM,CREATE,user_8,2026-06-21
L00625,PARTS,DELETE,user_20,2026-06-26
L00626,PARTS,DELETE,user_15,2026-06-14
L00627,BOM,UPDATE,user_12,2026-06-9
L00628,BOM,UPDATE,user_11,2026-06-11
L00629,INVENTORY,CREATE,user_14,2026-06-3
L00630,PARTS,UPDATE,user_16,2026-06-5
L00631,BOM,UPDATE,user_1,2026-06-9
L00632,INVENTORY,DELETE,user_12,2026-06-24
L00633,BOM,UPDATE,user_19,2026-06-13
L00634,PARTS,DELETE,user_14,2026-06-30
L00635,BOM,DELETE,user_9,2026-06-24
L00636,INVENTORY,UPDATE,user_16,2026-06-4
L00637,PARTS,CREATE,user_2,2026-06-19
L00638,PARTS,UPDATE,user_17,2026-06-15
L00639,PARTS,UPDATE,user_12,2026-06-19
L00640,INVENTORY,DELETE,user_15,2026-06-22
L00641,BOM,UPDATE,user_12,2026-06-23
L00642,PARTS,CREATE,user_9,2026-06-5
L00643,INVENTORY,DELETE,user_9,2026-06-15
L00644,PARTS,CREATE,user_16,2026-06-9
L00645,INVENTORY,CREATE,user_7,2026-06-22
L00646,INVENTORY,CREATE,user_1,2026-06-22
L00647,INVENTORY,UPDATE,user_20,2026-06-26
L00648,INVENTORY,CREATE,user_17,2026-06-23
L00649,INVENTORY,UPDATE,user_12,2026-06-27
L00650,INVENTORY,UPDATE,user_8,2026-06-11
L00651,INVENTORY,UPDATE,user_5,2026-06-29
L00652,PARTS,DELETE,user_17,2026-06-18
L00653,INVENTORY,UPDATE,user_1,2026-06-28
L00654,BOM,UPDATE,user_16,2026-06-5
L00655,PARTS,DELETE,user_10,2026-06-29
L00656,BOM,DELETE,user_2,2026-06-23
L00657,BOM,CREATE,user_18,2026-06-18
L00658,PARTS,CREATE,user_4,2026-06-6
L00659,INVENTORY,CREATE,user_18,2026-06-20
L00660,BOM,DELETE,user_1,2026-06-16
L00661,PARTS,DELETE,user_7,2026-06-5
L00662,PARTS,UPDATE,user_17,2026-06-22
L00663,PARTS,DELETE,user_4,2026-06-1
L00664,BOM,CREATE,user_19,2026-06-4
L00665,PARTS,CREATE,user_14,2026-06-6
L00666,PARTS,CREATE,user_1,2026-06-19
L00667,INVENTORY,CREATE,user_4,2026-06-21
L00668,INVENTORY,CREATE,user_13,2026-06-8
L00669,PARTS,UPDATE,user_18,2026-06-21
L00670,BOM,CREATE,user_3,2026-06-7
L00671,INVENTORY,DELETE,user_3,2026-06-5
L00672,INVENTORY,CREATE,user_16,2026-06-14
L00673,BOM,DELETE,user_14,2026-06-15
L00674,BOM,UPDATE,user_20,2026-06-13
L00675,INVENTORY,UPDATE,user_1,2026-06-4
L00676,BOM,UPDATE,user_3,2026-06-5
L00677,BOM,DELETE,user_4,2026-06-22
L00678,BOM,UPDATE,user_16,2026-06-11
L00679,INVENTORY,CREATE,user_2,2026-06-12
L00680,INVENTORY,DELETE,user_17,2026-06-5
L00681,INVENTORY,UPDATE,user_7,2026-06-5
L00682,PARTS,CREATE,user_10,2026-06-7
L00683,PARTS,UPDATE,user_1,2026-06-26
L00684,BOM,CREATE,user_20,2026-06-4
L00685,BOM,DELETE,user_11,2026-06-10
L00686,BOM,CREATE,user_16,2026-06-3
L00687,INVENTORY,DELETE,user_9,2026-06-16
L00688,PARTS,DELETE,user_10,2026-06-30
L00689,INVENTORY,DELETE,user_11,2026-06-23
L00690,BOM,UPDATE,user_16,2026-06-8
L00691,BOM,UPDATE,user_1,2026-06-7
L00692,BOM,DELETE,user_20,2026-06-12
L00693,PARTS,CREATE,user_20,2026-06-15
L00694,PARTS,UPDATE,user_3,2026-06-15
L00695,INVENTORY,DELETE,user_17,2026-06-8
L00696,PARTS,CREATE,user_15,2026-06-9
L00697,INVENTORY,DELETE,user_19,2026-06-15
L00698,PARTS,UPDATE,user_13,2026-06-19
L00699,PARTS,DELETE,user_2,2026-06-7
L00700,BOM,UPDATE,user_13,2026-06-9
L00701,PARTS,CREATE,user_18,2026-06-15
L00702,BOM,CREATE,user_9,2026-06-11
L00703,PARTS,DELETE,user_18,2026-06-19
L00704,BOM,UPDATE,user_3,2026-06-11
L00705,BOM,CREATE,user_19,2026-06-9
L00706,BOM,CREATE,user_6,2026-06-25
L00707,PARTS,DELETE,user_8,2026-06-11
L00708,INVENTORY,CREATE,user_5,2026-06-4
L00709,PARTS,CREATE,user_2,2026-06-22
L00710,PARTS,DELETE,user_7,2026-06-2
L00711,INVENTORY,CREATE,user_5,2026-06-23
L00712,INVENTORY,CREATE,user_17,2026-06-7
L00713,PARTS,DELETE,user_19,2026-06-1
L00714,PARTS,UPDATE,user_19,2026-06-20
L00715,PARTS,DELETE,user_6,2026-06-13
L00716,BOM,CREATE,user_11,2026-06-11
L00717,PARTS,UPDATE,user_1,2026-06-12
L00718,PARTS,UPDATE,user_1,2026-06-24
L00719,PARTS,CREATE,user_2,2026-06-8
L00720,PARTS,UPDATE,user_20,2026-06-25
L00721,BOM,CREATE,user_10,2026-06-3
L00722,PARTS,DELETE,user_3,2026-06-5
L00723,BOM,UPDATE,user_9,2026-06-19
L00724,PARTS,DELETE,user_13,2026-06-9
L00725,INVENTORY,UPDATE,user_9,2026-06-21
L00726,INVENTORY,CREATE,user_17,2026-06-20
L00727,INVENTORY,CREATE,user_16,2026-06-13
L00728,BOM,UPDATE,user_8,2026-06-10
L00729,BOM,CREATE,user_15,2026-06-17
L00730,BOM,UPDATE,user_12,2026-06-19
L00731,BOM,UPDATE,user_14,2026-06-24
L00732,BOM,UPDATE,user_17,2026-06-11
L00733,INVENTORY,DELETE,user_12,2026-06-28
L00734,INVENTORY,CREATE,user_15,2026-06-2
L00735,PARTS,UPDATE,user_9,2026-06-29
L00736,BOM,DELETE,user_1,2026-06-9
L00737,PARTS,DELETE,user_15,2026-06-4
L00738,INVENTORY,CREATE,user_7,2026-06-11
L00739,BOM,UPDATE,user_7,2026-06-19
L00740,INVENTORY,DELETE,user_17,2026-06-3
L00741,PARTS,CREATE,user_11,2026-06-16
L00742,BOM,CREATE,user_12,2026-06-23
L00743,INVENTORY,CREATE,user_16,2026-06-3
L00744,BOM,CREATE,user_13,2026-06-25
L00745,PARTS,CREATE,user_8,2026-06-1
L00746,BOM,DELETE,user_1,2026-06-9
L00747,BOM,CREATE,user_18,2026-06-9
L00748,INVENTORY,UPDATE,user_6,2026-06-16
L00749,INVENTORY,DELETE,user_6,2026-06-9
L00750,PARTS,DELETE,user_2,2026-06-6
L00751,INVENTORY,DELETE,user_9,2026-06-9
L00752,BOM,DELETE,user_12,2026-06-18
L00753,PARTS,UPDATE,user_6,2026-06-16
L00754,INVENTORY,CREATE,user_8,2026-06-12
L00755,BOM,CREATE,user_1,2026-06-3
L00756,PARTS,DELETE,user_7,2026-06-7
L00757,BOM,UPDATE,user_9,2026-06-26
L00758,PARTS,UPDATE,user_9,2026-06-12
L00759,BOM,DELETE,user_3,2026-06-24
L00760,INVENTORY,UPDATE,user_18,2026-06-28
L00761,BOM,DELETE,user_17,2026-06-12
L00762,PARTS,CREATE,user_18,2026-06-9
L00763,BOM,CREATE,user_5,2026-06-10
L00764,INVENTORY,CREATE,user_14,2026-06-11
L00765,BOM,UPDATE,user_12,2026-06-7
L00766,INVENTORY,UPDATE,user_17,2026-06-14
L00767,BOM,UPDATE,user_10,2026-06-13
L00768,INVENTORY,DELETE,user_11,2026-06-18
L00769,PARTS,UPDATE,user_14,2026-06-30
L00770,PARTS,UPDATE,user_17,2026-06-7
L00771,PARTS,CREATE,user_9,2026-06-12
L00772,BOM,UPDATE,user_13,2026-06-3
L00773,INVENTORY,CREATE,user_15,2026-06-5
L00774,INVENTORY,CREATE,user_6,2026-06-15
L00775,BOM,UPDATE,user_1,2026-06-3
L00776,INVENTORY,CREATE,user_16,2026-06-20
L00777,INVENTORY,DELETE,user_4,2026-06-20
L00778,INVENTORY,UPDATE,user_5,2026-06-3
L00779,BOM,CREATE,user_18,2026-06-13
L00780,BOM,DELETE,user_7,2026-06-15
L00781,INVENTORY,UPDATE,user_2,2026-06-5
L00782,INVENTORY,DELETE,user_12,2026-06-24
L00783,BOM,UPDATE,user_16,2026-06-18
L00784,BOM,DELETE,user_8,2026-06-19
L00785,INVENTORY,CREATE,user_19,2026-06-17
L00786,INVENTORY,CREATE,user_17,2026-06-17
L00787,BOM,CREATE,user_6,2026-06-5
L00788,PARTS,DELETE,user_2,2026-06-22
L00789,BOM,UPDATE,user_1,2026-06-29
L00790,INVENTORY,CREATE,user_11,2026-06-17
L00791,BOM,DELETE,user_19,2026-06-7
L00792,PARTS,CREATE,user_8,2026-06-1
L00793,INVENTORY,DELETE,user_18,2026-06-7
L00794,PARTS,CREATE,user_3,2026-06-9
L00795,PARTS,CREATE,user_11,2026-06-20
L00796,INVENTORY,CREATE,user_10,2026-06-22
L00797,PARTS,DELETE,user_17,2026-06-2
L00798,INVENTORY,DELETE,user_19,2026-06-30
L00799,BOM,UPDATE,user_1,2026-06-11
L00800,INVENTORY,UPDATE,user_17,2026-06-6
L00801,PARTS,UPDATE,user_5,2026-06-24
L00802,PARTS,CREATE,user_2,2026-06-7
L00803,BOM,CREATE,user_14,2026-06-11
L00804,INVENTORY,CREATE,user_13,2026-06-4
L00805,INVENTORY,CREATE,user_2,2026-06-23
L00806,INVENTORY,UPDATE,user_6,2026-06-4
L00807,PARTS,DELETE,user_11,2026-06-9
L00808,BOM,DELETE,user_18,2026-06-14
L00809,PARTS,UPDATE,user_16,2026-06-11
L00810,INVENTORY,UPDATE,user_13,2026-06-19
L00811,BOM,CREATE,user_19,2026-06-5
L00812,BOM,CREATE,user_15,2026-06-30
L00813,INVENTORY,DELETE,user_14,2026-06-13
L00814,INVENTORY,UPDATE,user_10,2026-06-24
L00815,BOM,UPDATE,user_5,2026-06-2
L00816,BOM,DELETE,user_12,2026-06-22
L00817,PARTS,DELETE,user_1,2026-06-17
L00818,PARTS,DELETE,user_7,2026-06-24
L00819,PARTS,CREATE,user_12,2026-06-10
L00820,PARTS,UPDATE,user_5,2026-06-15
L00821,INVENTORY,CREATE,user_2,2026-06-15
L00822,INVENTORY,CREATE,user_17,2026-06-26
L00823,BOM,DELETE,user_14,2026-06-26
L00824,PARTS,CREATE,user_15,2026-06-27
L00825,PARTS,DELETE,user_19,2026-06-28
L00826,PARTS,CREATE,user_7,2026-06-30
L00827,PARTS,UPDATE,user_16,2026-06-13
L00828,BOM,DELETE,user_11,2026-06-18
L00829,INVENTORY,CREATE,user_3,2026-06-29
L00830,INVENTORY,UPDATE,user_1,2026-06-4
L00831,INVENTORY,UPDATE,user_1,2026-06-17
L00832,INVENTORY,UPDATE,user_11,2026-06-24
L00833,INVENTORY,UPDATE,user_12,2026-06-21
L00834,BOM,CREATE,user_18,2026-06-26
L00835,PARTS,UPDATE,user_2,2026-06-9
L00836,INVENTORY,UPDATE,user_13,2026-06-9
L00837,PARTS,CREATE,user_17,2026-06-3
L00838,INVENTORY,UPDATE,user_10,2026-06-30
L00839,INVENTORY,CREATE,user_8,2026-06-4
L00840,PARTS,UPDATE,user_8,2026-06-3
L00841,PARTS,DELETE,user_7,2026-06-7
L00842,BOM,CREATE,user_15,2026-06-30
L00843,BOM,CREATE,user_10,2026-06-26
L00844,PARTS,UPDATE,user_4,2026-06-28
L00845,PARTS,CREATE,user_18,2026-06-14
L00846,BOM,UPDATE,user_12,2026-06-30
L00847,BOM,CREATE,user_8,2026-06-1
L00848,BOM,CREATE,user_16,2026-06-17
L00849,BOM,CREATE,user_16,2026-06-3
L00850,INVENTORY,UPDATE,user_6,2026-06-26
L00851,PARTS,UPDATE,user_10,2026-06-7
L00852,INVENTORY,UPDATE,user_5,2026-06-20
L00853,INVENTORY,UPDATE,user_8,2026-06-20
L00854,BOM,UPDATE,user_15,2026-06-19
L00855,PARTS,DELETE,user_13,2026-06-12
L00856,PARTS,DELETE,user_13,2026-06-12
L00857,INVENTORY,DELETE,user_14,2026-06-25
L00858,PARTS,DELETE,user_18,2026-06-11
L00859,PARTS,UPDATE,user_7,2026-06-8
L00860,BOM,CREATE,user_10,2026-06-1
L00861,PARTS,CREATE,user_6,2026-06-22
L00862,INVENTORY,UPDATE,user_13,2026-06-15
L00863,INVENTORY,CREATE,user_20,2026-06-4
L00864,PARTS,UPDATE,user_7,2026-06-5
L00865,BOM,CREATE,user_13,2026-06-10
L00866,BOM,UPDATE,user_7,2026-06-24
L00867,INVENTORY,CREATE,user_14,2026-06-13
L00868,BOM,DELETE,user_9,2026-06-7
L00869,PARTS,CREATE,user_3,2026-06-5
L00870,BOM,DELETE,user_16,2026-06-7
L00871,PARTS,UPDATE,user_1,2026-06-8
L00872,INVENTORY,UPDATE,user_3,2026-06-29
L00873,INVENTORY,CREATE,user_7,2026-06-29
L00874,BOM,UPDATE,user_15,2026-06-17
L00875,PARTS,UPDATE,user_13,2026-06-11
L00876,INVENTORY,UPDATE,user_4,2026-06-17
L00877,INVENTORY,CREATE,user_8,2026-06-16
L00878,BOM,UPDATE,user_11,2026-06-18
L00879,BOM,UPDATE,user_20,2026-06-21
L00880,BOM,CREATE,user_7,2026-06-26
L00881,BOM,DELETE,user_17,2026-06-11
L00882,INVENTORY,CREATE,user_7,2026-06-13
L00883,INVENTORY,DELETE,user_5,2026-06-18
L00884,BOM,DELETE,user_10,2026-06-3
L00885,PARTS,CREATE,user_8,2026-06-17
L00886,BOM,UPDATE,user_16,2026-06-7
L00887,PARTS,CREATE,user_15,2026-06-25
L00888,INVENTORY,DELETE,user_4,2026-06-26
L00889,PARTS,UPDATE,user_7,2026-06-25
L00890,PARTS,DELETE,user_12,2026-06-4
L00891,INVENTORY,DELETE,user_14,2026-06-11
L00892,INVENTORY,CREATE,user_17,2026-06-2
L00893,BOM,UPDATE,user_19,2026-06-4
L00894,PARTS,DELETE,user_9,2026-06-2
L00895,INVENTORY,DELETE,user_15,2026-06-5
L00896,BOM,CREATE,user_10,2026-06-15
L00897,BOM,DELETE,user_7,2026-06-9
L00898,BOM,CREATE,user_1,2026-06-17
L00899,INVENTORY,DELETE,user_13,2026-06-7
L00900,INVENTORY,UPDATE,user_15,2026-06-7
L00901,INVENTORY,CREATE,user_12,2026-06-5
L00902,INVENTORY,UPDATE,user_10,2026-06-19
L00903,INVENTORY,DELETE,user_20,2026-06-4
L00904,PARTS,UPDATE,user_15,2026-06-24
L00905,BOM,UPDATE,user_3,2026-06-5
L00906,BOM,DELETE,user_20,2026-06-26
L00907,BOM,DELETE,user_3,2026-06-6
L00908,BOM,CREATE,user_13,2026-06-25
L00909,PARTS,UPDATE,user_5,2026-06-8
L00910,INVENTORY,UPDATE,user_3,2026-06-23
L00911,INVENTORY,UPDATE,user_5,2026-06-4
L00912,BOM,CREATE,user_3,2026-06-17
L00913,BOM,CREATE,user_4,2026-06-13
L00914,PARTS,DELETE,user_20,2026-06-22
L00915,INVENTORY,UPDATE,user_18,2026-06-1
L00916,PARTS,DELETE,user_19,2026-06-27
L00917,PARTS,CREATE,user_17,2026-06-3
L00918,INVENTORY,CREATE,user_3,2026-06-21
L00919,BOM,UPDATE,user_11,2026-06-30
L00920,INVENTORY,UPDATE,user_11,2026-06-14
L00921,PARTS,CREATE,user_1,2026-06-20
L00922,INVENTORY,DELETE,user_15,2026-06-29
L00923,INVENTORY,CREATE,user_4,2026-06-17
L00924,BOM,DELETE,user_20,2026-06-5
L00925,INVENTORY,UPDATE,user_14,2026-06-8
L00926,BOM,DELETE,user_2,2026-06-30
L00927,PARTS,UPDATE,user_9,2026-06-25
L00928,INVENTORY,CREATE,user_5,2026-06-28
L00929,BOM,CREATE,user_8,2026-06-24
L00930,INVENTORY,UPDATE,user_6,2026-06-21
L00931,INVENTORY,DELETE,user_20,2026-06-20
L00932,BOM,CREATE,user_12,2026-06-18
L00933,INVENTORY,DELETE,user_13,2026-06-30
L00934,PARTS,UPDATE,user_17,2026-06-4
L00935,BOM,DELETE,user_1,2026-06-27
L00936,PARTS,CREATE,user_7,2026-06-11
L00937,PARTS,UPDATE,user_19,2026-06-27
L00938,BOM,DELETE,user_13,2026-06-2
L00939,INVENTORY,DELETE,user_4,2026-06-22
L00940,BOM,DELETE,user_7,2026-06-16
L00941,PARTS,CREATE,user_6,2026-06-27
L00942,PARTS,DELETE,user_4,2026-06-23
L00943,INVENTORY,UPDATE,user_12,2026-06-22
L00944,PARTS,CREATE,user_14,2026-06-13
L00945,PARTS,DELETE,user_4,2026-06-19
L00946,INVENTORY,CREATE,user_2,2026-06-24
L00947,PARTS,CREATE,user_9,2026-06-22
L00948,PARTS,UPDATE,user_9,2026-06-1
L00949,BOM,DELETE,user_18,2026-06-1
L00950,INVENTORY,CREATE,user_12,2026-06-26
L00951,PARTS,UPDATE,user_5,2026-06-1
L00952,BOM,UPDATE,user_5,2026-06-4
L00953,PARTS,UPDATE,user_11,2026-06-30
L00954,BOM,DELETE,user_19,2026-06-18
L00955,INVENTORY,UPDATE,user_12,2026-06-9
L00956,PARTS,DELETE,user_13,2026-06-28
L00957,BOM,DELETE,user_3,2026-06-16
L00958,PARTS,UPDATE,user_5,2026-06-19
L00959,INVENTORY,DELETE,user_2,2026-06-1
L00960,PARTS,DELETE,user_10,2026-06-13
L00961,BOM,UPDATE,user_12,2026-06-20
L00962,BOM,DELETE,user_19,2026-06-21
L00963,PARTS,UPDATE,user_11,2026-06-4
L00964,PARTS,UPDATE,user_16,2026-06-28
L00965,BOM,CREATE,user_7,2026-06-14
L00966,PARTS,CREATE,user_11,2026-06-25
L00967,INVENTORY,DELETE,user_16,2026-06-21
L00968,PARTS,DELETE,user_15,2026-06-14
L00969,BOM,DELETE,user_1,2026-06-27
L00970,INVENTORY,CREATE,user_14,2026-06-11
L00971,PARTS,UPDATE,user_14,2026-06-23
L00972,INVENTORY,DELETE,user_19,2026-06-20
L00973,BOM,DELETE,user_20,2026-06-3
L00974,INVENTORY,CREATE,user_4,2026-06-16
L00975,PARTS,UPDATE,user_20,2026-06-27
L00976,BOM,DELETE,user_9,2026-06-19
L00977,BOM,CREATE,user_5,2026-06-9
L00978,BOM,CREATE,user_2,2026-06-15
L00979,BOM,DELETE,user_12,2026-06-1
L00980,PARTS,CREATE,user_3,2026-06-19
L00981,BOM,UPDATE,user_12,2026-06-29
L00982,INVENTORY,UPDATE,user_9,2026-06-12
L00983,BOM,DELETE,user_7,2026-06-21
L00984,BOM,UPDATE,user_10,2026-06-22
L00985,PARTS,CREATE,user_10,2026-06-12
L00986,PARTS,CREATE,user_6,2026-06-30
L00987,INVENTORY,DELETE,user_6,2026-06-15
L00988,BOM,DELETE,user_19,2026-06-25
L00989,PARTS,DELETE,user_15,2026-06-1
L00990,PARTS,CREATE,user_10,2026-06-25
L00991,INVENTORY,DELETE,user_1,2026-06-21
L00992,PARTS,UPDATE,user_7,2026-06-4
L00993,BOM,DELETE,user_15,2026-06-19
L00994,BOM,CREATE,user_8,2026-06-13
L00995,PARTS,CREATE,user_9,2026-06-5
L00996,INVENTORY,DELETE,user_15,2026-06-21
L00997,INVENTORY,DELETE,user_7,2026-06-1
L00998,PARTS,UPDATE,user_14,2026-06-29
L00999,BOM,UPDATE,user_13,2026-06-21
L01000,PARTS,CREATE,user_12,2026-06-23
L01001,PARTS,DELETE,user_20,2026-06-20
L01002,BOM,DELETE,user_16,2026-06-27
L01003,INVENTORY,UPDATE,user_2,2026-06-22
L01004,PARTS,UPDATE,user_5,2026-06-4
L01005,BOM,UPDATE,user_1,2026-06-30
L01006,BOM,CREATE,user_10,2026-06-8
L01007,PARTS,DELETE,user_15,2026-06-10
L01008,BOM,CREATE,user_2,2026-06-4
L01009,PARTS,DELETE,user_10,2026-06-11
L01010,PARTS,CREATE,user_3,2026-06-16
L01011,BOM,DELETE,user_18,2026-06-6
L01012,INVENTORY,DELETE,user_3,2026-06-29
L01013,BOM,DELETE,user_9,2026-06-18
L01014,PARTS,CREATE,user_2,2026-06-25
L01015,INVENTORY,UPDATE,user_16,2026-06-15
L01016,PARTS,UPDATE,user_3,2026-06-3
L01017,INVENTORY,CREATE,user_5,2026-06-14
L01018,BOM,DELETE,user_2,2026-06-23
L01019,PARTS,UPDATE,user_19,2026-06-14
L01020,PARTS,DELETE,user_4,2026-06-28
L01021,PARTS,CREATE,user_6,2026-06-22
L01022,PARTS,UPDATE,user_9,2026-06-2
L01023,PARTS,UPDATE,user_14,2026-06-11
L01024,PARTS,DELETE,user_15,2026-06-5
L01025,BOM,UPDATE,user_5,2026-06-28
L01026,BOM,UPDATE,user_6,2026-06-22
L01027,BOM,CREATE,user_20,2026-06-14
L01028,BOM,CREATE,user_17,2026-06-18
L01029,BOM,DELETE,user_5,2026-06-18
L01030,PARTS,DELETE,user_8,2026-06-3
L01031,INVENTORY,UPDATE,user_14,2026-06-3
L01032,BOM,UPDATE,user_16,2026-06-12
L01033,PARTS,DELETE,user_12,2026-06-25
L01034,INVENTORY,CREATE,user_6,2026-06-2
L01035,INVENTORY,UPDATE,user_7,2026-06-22
L01036,BOM,DELETE,user_20,2026-06-1
L01037,INVENTORY,UPDATE,user_4,2026-06-17
L01038,PARTS,UPDATE,user_16,2026-06-30
L01039,INVENTORY,CREATE,user_5,2026-06-30
L01040,INVENTORY,UPDATE,user_6,2026-06-27
L01041,INVENTORY,UPDATE,user_20,2026-06-3
L01042,INVENTORY,CREATE,user_8,2026-06-19
L01043,BOM,CREATE,user_8,2026-06-3
L01044,PARTS,UPDATE,user_6,2026-06-2
L01045,PARTS,DELETE,user_7,2026-06-28
L01046,BOM,CREATE,user_20,2026-06-23
L01047,PARTS,CREATE,user_20,2026-06-24
L01048,BOM,UPDATE,user_6,2026-06-29
L01049,BOM,UPDATE,user_4,2026-06-7
L01050,PARTS,UPDATE,user_1,2026-06-20
L01051,PARTS,UPDATE,user_8,2026-06-29
L01052,BOM,CREATE,user_7,2026-06-17
L01053,PARTS,UPDATE,user_4,2026-06-12
L01054,PARTS,UPDATE,user_9,2026-06-2
L01055,INVENTORY,UPDATE,user_16,2026-06-8
L01056,INVENTORY,DELETE,user_9,2026-06-5
L01057,BOM,UPDATE,user_2,2026-06-8
L01058,BOM,CREATE,user_12,2026-06-8
L01059,PARTS,CREATE,user_10,2026-06-27
L01060,BOM,UPDATE,user_10,2026-06-2
L01061,PARTS,UPDATE,user_14,2026-06-12
L01062,INVENTORY,CREATE,user_15,2026-06-6
L01063,PARTS,DELETE,user_7,2026-06-14
L01064,PARTS,UPDATE,user_3,2026-06-7
L01065,INVENTORY,UPDATE,user_6,2026-06-21
L01066,BOM,UPDATE,user_7,2026-06-19
L01067,INVENTORY,DELETE,user_3,2026-06-8
L01068,BOM,UPDATE,user_14,2026-06-16
L01069,BOM,UPDATE,user_18,2026-06-9
L01070,BOM,CREATE,user_16,2026-06-9
L01071,BOM,UPDATE,user_17,2026-06-15
L01072,INVENTORY,DELETE,user_15,2026-06-6
L01073,PARTS,UPDATE,user_11,2026-06-19
L01074,PARTS,DELETE,user_6,2026-06-12
L01075,BOM,CREATE,user_17,2026-06-12
L01076,INVENTORY,CREATE,user_2,2026-06-16
L01077,INVENTORY,CREATE,user_9,2026-06-29
L01078,PARTS,CREATE,user_16,2026-06-17
L01079,INVENTORY,CREATE,user_17,2026-06-17
L01080,PARTS,UPDATE,user_9,2026-06-5
L01081,PARTS,DELETE,user_11,2026-06-30
L01082,BOM,DELETE,user_16,2026-06-23
L01083,PARTS,DELETE,user_12,2026-06-14
L01084,INVENTORY,UPDATE,user_20,2026-06-14
L01085,BOM,DELETE,user_13,2026-06-19
L01086,PARTS,UPDATE,user_4,2026-06-10
L01087,INVENTORY,CREATE,user_11,2026-06-30
